full_name,team,Position,Price,round,opponent_team,was_home,minutes,total_points,element,fixture,kickoff_time,team_h_score,team_a_score,modified,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
david_raya martín,Arsenal,GK,6.0,4,Sunderland,False,90,14,1,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,1,0,0,0,2,3,38,37.8,0.2,0.0,3.8,2,14,0,0,1,0.00,0.00,0.00,1.80,60,34449,4195206,249119,214670
kepa_arrizabalaga revuelta,Arsenal,GK,4.9,4,Sunderland,False,0,0,2,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-576,7757,275,851
illan_meslier,Arsenal,GK,4.9,4,Sunderland,False,0,0,3,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-200,3081,108,308
gabriel_dos santos magalhães,Arsenal,DF,8.0,4,Sunderland,False,90,9,4,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,0,0,1,0,0,2,30,20.6,1.5,1.0,2.3,10,2,1,11,1,0.02,0.01,0.03,1.80,80,-197767,2549738,56562,254329
jurriën_timber,Arsenal,DF,6.5,4,Sunderland,False,45,1,5,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,3,6.0,1.9,0.0,0.8,2,5,1,3,0,0.00,0.01,0.01,1.57,65,-772,8281,618,1390
william_saliba,Arsenal,DF,5.9,4,Sunderland,False,0,0,6,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-2516,22768,735,3251
myles_lewis-skelly,Arsenal,MD,5.5,4,Sunderland,False,45,1,7,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.4,0.0,0.0,0,0,0,0,1,0.00,0.00,0.00,0.23,55,-4212,70499,6908,11120
riccardo_calafiori,Arsenal,DF,5.8,4,Sunderland,False,90,6,8,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,0,0,0,0,0,0,18,8.8,1.7,7.0,1.8,4,2,0,4,1,0.06,0.01,0.07,1.80,58,392809,5296821,487524,94715
piero_hincapié,Arsenal,DF,5.3,4,Sunderland,False,0,0,9,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-15451,109174,3925,19376
benjamin_white,Arsenal,DF,5.5,4,Sunderland,False,45,1,10,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0.8,6.0,1.1,1,0,2,3,1,0.00,0.00,0.00,0.23,55,6399,815166,123355,116956
cristhian_mosquera,Arsenal,DF,5.4,4,Sunderland,False,0,0,11,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-201802,248830,733,202535
bukayo_saka,Arsenal,MD,9.5,4,Sunderland,False,90,8,12,36,2026-09-12T19:00:00Z,0,2,False,1,0,1,0,0,0,0,0,0,0,0,28,45.4,16.9,57.0,11.9,2,4,1,7,1,1.38,0.08,1.46,1.80,95,64680,1257689,213086,148406
declan_rice,Arsenal,MD,7.4,4,Sunderland,False,80,6,13,36,2026-09-12T19:00:00Z,0,2,False,0,1,1,0,0,0,0,0,0,0,0,27,45.0,36.4,0.0,8.1,6,2,2,10,1,0.00,0.37,0.37,1.41,74,-126667,1379844,25889,152556
eberechi_eze,Arsenal,MD,6.3,4,Sunderland,False,9,1,14,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,2.0,0.2,0,0,0,0,0,0.00,0.00,0.00,0.40,63,-25833,125433,3906,29739
martin_ødegaard,Arsenal,MD,6.7,4,Sunderland,False,84,3,15,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,0,0,0,0,0,0,26,19.4,58.2,2.0,8.0,1,3,1,5,1,0.00,0.25,0.25,1.80,67,702273,2036643,820232,117959
noni_madueke,Arsenal,MD,6.3,4,Sunderland,False,0,0,16,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,63,-3081,23695,1399,4480
mikel_merino zazón,Arsenal,MD,5.8,4,Sunderland,False,5,1,17,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,58,-7941,46215,1909,9850
gabriel_martinelli silva,Arsenal,MD,6.3,4,Sunderland,False,0,0,18,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,63,-6160,9183,0,6160
martín_zubimendi ibáñez,Arsenal,MD,5.4,4,Sunderland,False,9,1,19,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,5,3.4,0.2,0.0,0.4,0,1,1,2,0,0.00,0.00,0.00,0.40,54,-11465,71283,1507,12972
max_dowman,Arsenal,MD,5.3,4,Sunderland,False,0,0,20,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-713,7072,629,1342
ethan_nwaneri,Arsenal,MD,5.4,4,Sunderland,False,0,0,22,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-333,783,0,333
fábio_ferreira vieira,Arsenal,MD,5.5,4,Sunderland,False,0,0,23,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-265,708,0,265
reiss_nelson,Arsenal,MD,5.5,4,Sunderland,False,0,0,24,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-113,565,0,113
viktor_gyökeres,Arsenal,FW,7.2,4,Sunderland,False,0,0,25,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,72,-92048,388876,6130,98178
kai_havertz,Arsenal,FW,7.5,4,Sunderland,False,90,1,26,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,0,0,1,0,0,0,0,1.6,12.4,32.0,4.6,1,1,0,2,1,0.34,0.02,0.36,1.80,75,118477,871717,195764,77287
gabriel_fernando de jesus,Arsenal,FW,5.9,4,Sunderland,False,0,0,27,36,2026-09-12T19:00:00Z,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-7696,18614,0,7696
ezri_konsa ngoyo,Arsenal,DF,4.5,4,Sunderland,False,90,6,31,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,0,0,0,0,0,0,16,11.8,0.2,0.0,1.2,6,1,2,8,1,0.00,0.00,0.00,1.80,45,612675,1867300,709520,96845
bruno_guimarães rodriguez moura,Arsenal,MD,6.8,4,Sunderland,False,45,7,452,36,2026-09-12T19:00:00Z,0,2,False,1,0,0,0,0,0,0,0,0,0,1,29,35.4,3.9,11.0,5.0,1,1,1,3,0,0.09,0.14,0.23,1.57,68,-35502,181073,2351,37853
christos_tzolis,Arsenal,MD,6.4,4,Sunderland,False,80,3,557,36,2026-09-12T19:00:00Z,0,2,False,0,0,1,0,0,0,0,0,0,0,0,10,3.8,7.3,2.0,1.3,1,1,1,3,1,0.00,0.13,0.13,1.41,64,-328555,1659753,82691,411246
marco_bizot,Aston Villa,GK,4.5,4,Nott'm Forest,True,0,0,29,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-601,14214,1027,1628
lucas_digne,Aston Villa,DF,4.5,4,Nott'm Forest,True,0,0,30,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-932,5846,0,932
matty_cash,Aston Villa,DF,4.5,4,Nott'm Forest,True,0,0,32,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-80882,641566,18781,99663
tyrone_mings,Aston Villa,DF,4.5,4,Nott'm Forest,True,65,0,33,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,2,0,0,0,1,0,0,0,0,15.6,0.6,4.0,2.0,4,2,1,5,0,0.09,0.00,0.09,2.08,45,2788,43024,5312,2524
pau_torres,Aston Villa,DF,4.5,4,Nott'm Forest,True,24,1,34,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.4,2.0,0.3,0,0,0,0,1,0.00,0.00,0.00,0.20,45,-1717,43964,3870,5587
lamare_bogarde,Aston Villa,MD,5.0,4,Nott'm Forest,True,0,0,35,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-440,7155,686,1126
ian_maatsen,Aston Villa,DF,4.5,4,Nott'm Forest,True,90,1,36,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,2,0,0,0,0,0,0,0,7,10.2,3.4,24.0,3.8,3,6,1,4,1,0.18,0.03,0.21,1.66,45,10444,92419,17456,7012
victor_lindelöf,Aston Villa,DF,4.5,4,Nott'm Forest,True,90,1,37,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,2,0,0,0,0,0,0,0,2,16.4,1.1,35.0,5.3,2,0,0,2,1,0.44,0.01,0.45,2.28,45,3012,33974,5112,2100
andrés_garcía,Aston Villa,DF,4.0,4,Nott'm Forest,True,0,0,38,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-4343,183834,12784,17127
kosta_nedeljkovic,Aston Villa,DF,4.0,4,Nott'm Forest,True,0,0,39,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2186,15637,0,2186
emiliano_buendía stati,Aston Villa,MD,5.9,4,Nott'm Forest,True,62,2,41,31,2026-09-12T14:00:00Z,1,2,False,0,0,0,1,0,0,0,0,0,0,0,8,0.0,3.9,0.0,0.1,0,5,0,5,1,0.00,0.01,0.01,1.42,59,-5900,111856,15961,21861
