date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
10-09-09,Saints,Vikings,-5.5,14,9,-1.0,0.0,4.0,4.0,0.0,4.3,-3,Vikings,W
10-09-12,Bears,Lions,-6.5,19,14,-2.0,0.0,-5.3,2.0,0.0,-11.4,-3,Lions,W
10-09-12,Bills,Dolphins,3.0,10,15,-3.0,0.0,3.7,1.0,0.0,1.1,-1,,
10-09-12,Buccaneers,Browns,-3.0,17,14,-1.0,0.0,-5.2,0.0,0.0,-6.2,-2,,
10-09-12,Eagles,Packers,3.0,20,27,3.0,0.0,4.5,2.0,0.0,4.6,1,,
10-09-12,Giants,Panthers,-6.5,31,18,2.0,0.0,2.2,-3.0,0.0,2.3,1,,
10-09-12,Jaguars,Broncos,-2.5,24,17,-0.0,-0.0,-3.0,1.0,0.0,0.2,-2,,
10-09-12,Patriots,Bengals,-4.5,38,24,2.0,0.0,3.8,2.0,0.0,-1.0,1,,
10-09-12,Rams,Cardinals,4.0,13,17,0.0,0.0,-11.5,2.0,0.0,0.6,-2,,
10-09-12,Redskins,Cowboys,3.5,13,7,-1.0,0.0,0.3,3.0,0.0,5.0,-3,Cowboys,L
10-09-12,Seahawks,49ers,3.0,31,6,-1.0,0.0,-4.6,-0.0,-0.0,-1.0,-2,,
10-09-12,Steelers,Falcons,2.0,15,9,-1.0,0.0,5.4,1.0,0.0,1.5,-1,,
10-09-12,Texans,Colts,2.0,34,24,-1.0,0.0,5.0,1.0,0.0,5.6,-1,,
10-09-12,Titans,Raiders,-6.5,38,13,1.0,0.0,3.8,2.0,0.0,-9.0,1,,
10-09-13,Chiefs,Chargers,4.5,21,14,-1.0,0.0,-7.7,1.0,0.0,4.4,-3,Chargers,L
10-09-13,Jets,Ravens,-2.5,9,10,-0.0,-0.0,1.0,3.0,0.0,2.8,-2,,
10-09-19,Bengals,Ravens,2.5,15,10,2.0,-1.0,0.0,2.0,1.0,2.0,3,Bengals,W
10-09-19,Broncos,Seahawks,-3.0,31,14,2.0,-1.0,0.1,-1.0,1.0,-5.5,5,Broncos,W
10-09-19,Browns,Chiefs,-3.0,14,16,1.0,0.0,-2.5,-1.0,1.0,-4.8,2,,
10-09-19,Chargers,Jaguars,-7.0,38,13,1.0,-1.0,2.8,-2.0,1.0,-0.4,3,Chargers,W
10-09-19,Colts,Giants,-5.0,38,14,-0.0,-1.0,5.7,-1.0,1.0,3.2,2,,
10-09-19,Cowboys,Bears,-7.5,20,27,1.0,-1.0,3.0,1.0,-1.0,-7.3,1,,
10-09-19,Falcons,Cardinals,-6.5,41,7,-0.0,-1.0,7.2,-0.0,-0.0,0.5,2,,
10-09-19,Jets,Patriots,3.0,28,14,-2.0,-1.0,1.3,-2.0,1.0,1.5,3,Jets,W
10-09-19,Lions,Eagles,6.5,32,35,-1.0,1.0,-10.8,-1.0,-1.0,0.8,-3,Eagles,L
10-09-19,Packers,Bills,-13.0,34,7,1.0,1.0,6.5,0.0,-1.0,-1.1,-2,,
10-09-19,Panthers,Buccaneers,-3.5,7,20,1.0,-1.0,-0.1,-1.0,0.0,-2.4,2,,
10-09-19,Raiders,Rams,-3.5,16,14,1.0,-1.0,-4.4,0.0,0.0,-6.7,1,,
10-09-19,Redskins,Texans,3.0,27,30,-1.0,1.0,-3.3,0.0,1.0,1.0,-2,,
10-09-19,Titans,Steelers,-5.0,11,19,-1.0,1.0,-0.7,0.0,1.0,2.5,-2,,
10-09-19,Vikings,Dolphins,-5.5,10,14,1.0,0.0,2.5,-0.0,1.0,4.6,1,,
10-09-20,49ers,Saints,5.5,22,25,1.0,-1.0,0.5,-1.0,0.0,4.0,4,49ers,W
10-09-26,Broncos,Colts,5.5,13,27,-4.0,0.0,-4.3,-2.0,0.0,5.7,-1,,
10-09-26,Buccaneers,Steelers,2.5,13,38,-3.0,1.0,-2.7,-6.0,2.0,-0.2,-1,,
10-09-26,Cardinals,Raiders,-5.0,24,23,2.0,-1.0,2.3,1.0,-2.0,-3.3,1,,
10-09-26,Chiefs,49ers,3.0,31,10,-0.0,2.0,-5.0,4.0,0.0,-0.8,-3,49ers,L
10-09-26,Dolphins,Jets,-2.5,23,31,-2.0,2.0,2.8,-3.0,0.0,-0.4,0,,
10-09-26,Giants,Titans,-3.0,10,29,2.0,0.0,3.1,6.0,0.0,1.3,-1,,
10-09-26,Jaguars,Eagles,3.0,3,28,3.0,0.0,-3.4,-2.0,-2.0,2.0,0,,
10-09-26,Panthers,Bengals,3.0,7,20,3.0,-2.0,-1.4,-4.0,0.0,-0.7,4,Panthers,L
10-09-26,Patriots,Bills,-14.5,38,30,3.0,0.0,3.9,2.0,-2.0,-2.5,-2,,
10-09-26,Rams,Redskins,4.5,30,16,-1.0,1.0,-4.2,-1.0,1.0,-4.8,1,,
10-09-26,Ravens,Browns,-12.0,24,17,4.0,0.0,3.2,0.0,-1.0,-4.2,-1,,
10-09-26,Saints,Falcons,-3.5,24,27,-4.0,-1.0,6.8,-2.0,0.0,5.4,0,,
