date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
11-09-08,Packers,Saints,-4.5,42,34,-3.0,0.0,4.3,-0.0,-0.0,4.6,-2,,
11-09-11,49ers,Seahawks,-5.5,33,17,-2.0,0.0,-3.3,-1.0,0.0,-8.1,-1,,
11-09-11,Bears,Falcons,2.5,30,12,1.0,0.0,-1.3,3.0,0.0,3.7,-1,,
11-09-11,Browns,Bengals,-6.5,17,27,3.0,0.0,-3.1,3.0,0.0,-3.9,-1,,
11-09-11,Buccaneers,Lions,-1.0,20,27,-1.0,0.0,-1.0,1.0,0.0,-2.7,-1,,
11-09-11,Cardinals,Panthers,-7.0,28,21,2.0,0.0,-6.8,1.0,0.0,-7.3,-1,,
11-09-11,Chargers,Vikings,-9.0,24,17,-1.0,0.0,4.2,-1.0,0.0,-5.5,1,,
11-09-11,Chiefs,Bills,-6.0,7,41,3.0,0.0,-1.4,5.0,0.0,1.3,-1,,
11-09-11,Jaguars,Titans,-1.5,16,14,2.0,0.0,0.7,-0.0,-0.0,-2.7,2,,
11-09-11,Jets,Cowboys,-5.5,27,24,-1.0,0.0,3.4,-3.0,0.0,2.7,-1,,
11-09-11,Rams,Eagles,4.5,13,31,-0.0,-0.0,-3.0,-1.0,0.0,3.9,0,,
11-09-11,Ravens,Steelers,-1.5,35,7,1.0,0.0,4.0,3.0,0.0,4.1,-1,,
11-09-11,Redskins,Giants,3.0,28,14,3.0,0.0,-2.7,-3.0,0.0,4.0,1,,
11-09-11,Texans,Colts,-9.0,34,7,-2.0,0.0,0.8,-1.0,0.0,3.2,-1,,
11-09-12,Broncos,Raiders,-3.0,20,23,1.0,0.0,-3.1,-1.0,0.0,-1.3,1,,
11-09-12,Dolphins,Patriots,7.0,24,38,1.0,0.0,3.3,1.0,0.0,9.3,1,,
11-09-18,49ers,Cowboys,2.5,24,27,-3.0,1.0,-5.6,1.0,1.0,1.2,-3,Cowboys,W
11-09-18,Bills,Raiders,-4.0,38,35,-2.0,1.0,-2.3,-2.0,1.0,-1.2,-1,,
11-09-18,Broncos,Bengals,-3.5,24,22,2.0,-1.0,-1.3,-1.0,1.0,-6.1,5,Broncos,L
11-09-18,Colts,Browns,1.5,19,27,-1.0,-1.0,2.0,1.0,-1.0,-2.7,-1,,
11-09-18,Dolphins,Texans,3.0,13,23,0.0,-1.0,-0.1,1.0,1.0,7.7,0,,
11-09-18,Falcons,Eagles,2.5,35,31,2.0,-1.0,4.0,-0.0,1.0,3.8,4,Falcons,W
11-09-18,Jets,Jaguars,-9.0,32,3,-1.0,-1.0,3.6,0.0,1.0,0.9,0,,
11-09-18,Lions,Chiefs,-9.0,48,3,-1.0,1.0,-1.2,2.0,-1.0,0.5,-5,Chiefs,L
11-09-18,Panthers,Packers,10.0,23,30,-0.0,-0.0,-9.7,-1.0,1.0,4.6,1,,
11-09-18,Patriots,Chargers,-7.0,35,21,-0.0,1.0,9.9,1.0,-1.0,2.8,-2,,
