date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
18-09-06,1,Eagles,Falcons,-1.0,18,12,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Ravens,Bills,-7.5,47,3,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Colts,Bengals,1.0,23,34,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Browns,Steelers,3.0,21,21,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Patriots,Texans,-6.5,27,20,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Giants,Jaguars,3.0,15,20,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Dolphins,Titans,-1.0,27,20,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Vikings,49ers,-6.0,24,16,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Saints,Buccaneers,-10.0,40,48,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Chargers,Chiefs,-3.5,28,38,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Panthers,Cowboys,-3.0,16,8,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Cardinals,Commanders,-2.0,6,24,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Broncos,Seahawks,-3.0,27,24,0.0,0.0,,0.0,0.0,,0,,
18-09-09,1,Packers,Bears,-6.5,24,23,0.0,0.0,,0.0,0.0,,0,,
18-09-10,1,Lions,Jets,-7.0,17,48,0.0,0.0,,0.0,0.0,,0,,
18-09-10,1,Raiders,Rams,6.0,13,33,0.0,0.0,,0.0,0.0,,0,,
18-09-13,2,Bengals,Ravens,1.0,34,23,0.0,1.0,2.0,-1.0,1.0,2.2,2,,
18-09-16,2,Falcons,Panthers,-5.5,31,24,-1.0,-1.0,1.0,0.0,1.0,0.0,0,,
18-09-16,2,Bills,Chargers,7.0,20,31,1.0,-1.0,-2.2,2.0,-1.0,0.2,1,,
18-09-16,2,Saints,Browns,-9.5,21,18,2.0,-1.0,3.5,-5.0,1.0,-3.0,3,Saints,L
18-09-16,2,Commanders,Colts,-6.0,9,21,-1.0,1.0,0.5,0.0,-1.0,-2.0,-4,Colts,W
18-09-16,2,Packers,Vikings,2.0,29,29,1.0,-1.0,1.8,-3.0,1.0,1.5,5,Packers,W
18-09-16,2,Titans,Texans,3.5,20,17,1.0,-1.0,1.0,-1.0,-1.0,-1.7,3,Titans,W
18-09-16,2,Steelers,Chiefs,-4.0,37,42,5.0,-1.0,3.0,-2.0,1.0,-0.2,3,Steelers,L
18-09-16,2,Jets,Dolphins,-3.0,12,20,-3.0,1.0,-2.0,-1.0,1.0,-1.0,-1,,
18-09-16,2,Buccaneers,Eagles,3.0,27,21,-2.0,1.0,-3.5,1.0,1.0,-1.0,-1,,
18-09-16,2,Rams,Cardinals,-12.0,34,0,-3.0,1.0,4.5,1.0,-1.0,-0.5,-5,Cardinals,L
18-09-16,2,49ers,Lions,-6.0,30,27,3.0,-1.0,-1.5,3.0,-1.0,2.0,-1,,
18-09-16,2,Broncos,Raiders,-6.0,20,19,0.0,0.0,0.0,3.0,-1.0,-4.5,-3,Raiders,W
18-09-16,2,Jaguars,Patriots,1.5,31,20,-1.0,1.0,3.0,1.0,1.0,1.7,-1,,
18-09-16,2,Cowboys,Giants,-3.0,20,13,0.0,-1.0,0.0,1.0,-1.0,-3.0,-1,,
18-09-17,2,Bears,Seahawks,-4.5,24,17,-1.0,1.0,-1.7,0.0,0.0,0.0,-3,Seahawks,L
18-09-20,3,Browns,Jets,-3.0,21,17,-1.0,2.0,-3.0,1.0,0.0,-2.0,-4,Jets,L
18-09-23,3,Falcons,Saints,-2.0,37,43,0.0,0.0,3.7,1.0,-2.0,3.4,-3,Saints,W
18-09-23,3,Vikings,Bills,-16.5,6,27,1.0,0.0,7.3,2.0,-2.0,-6.7,-2,,
18-09-23,3,Panthers,Bengals,-3.0,31,21,0.0,0.0,1.1,-3.0,2.0,-5.7,3,Panthers,W
18-09-23,3,Eagles,Colts,-6.5,20,16,0.0,0.0,2.0,1.0,0.0,-9.5,0,,
18-09-23,3,Ravens,Broncos,-5.5,27,14,3.0,0.0,-1.9,1.0,-1.0,-3.5,-2,,
18-09-23,3,Commanders,Packers,2.5,31,17,-1.0,0.0,-6.3,-1.0,0.0,2.2,-1,,
18-09-23,3,Texans,Giants,-6.0,22,27,1.0,-2.0,7.0,1.0,-2.0,0.7,1,,
18-09-23,3,Jaguars,Titans,-10.0,6,9,1.0,2.0,6.4,-1.0,0.0,0.4,0,,
18-09-23,3,Chiefs,49ers,-5.5,38,27,1.0,2.0,2.4,-1.0,-2.0,4.6,-1,,
18-09-23,3,Dolphins,Raiders,-3.0,28,20,-1.0,2.0,-1.9,-1.0,0.0,-6.7,0,,
18-09-23,3,Rams,Chargers,-7.0,35,23,0.0,2.0,2.1,-2.0,0.0,3.2,-1,,
18-09-23,3,Cardinals,Bears,6.0,14,16,0.0,-2.0,-7.1,0.0,2.0,-1.6,3,Cardinals,W
18-09-23,3,Seahawks,Cowboys,-1.0,24,13,0.0,-1.0,-3.3,-1.0,0.0,0.8,1,,
18-09-23,3,Lions,Patriots,6.5,26,10,1.0,0.0,1.7,-1.0,0.0,10.8,1,,
18-09-24,3,Buccaneers,Steelers,-1.5,27,30,0.0,2.0,-3.9,-1.0,-2.0,3.3,-2,,
18-09-27,4,Rams,Vikings,-7.0,38,31,0.0,3.0,5.1,3.0,-1.0,6.8,-4,Vikings,
18-09-30,4,Falcons,Bengals,-3.5,36,37,0.0,-1.0,2.0,4.0,1.0,-1.1,0,,
18-09-30,4,Packers,Bills,-9.0,22,0,0.0,-1.0,3.3,-3.0,-1.0,-6.6,2,,
18-09-30,4,Bears,Buccaneers,-3.0,48,10,-2.0,1.0,2.3,3.0,1.0,-2.8,-1,,
18-09-30,4,Colts,Texans,1.0,34,37,-2.0,1.0,-3.8,2.0,-3.0,3.8,-5,Texans,W
18-09-30,4,Cowboys,Lions,-2.5,26,24,3.0,-1.0,0.8,0.0,1.0,-1.6,2,,
18-09-30,4,Jaguars,Jets,-7.5,31,12,1.0,1.0,4.5,3.0,-1.0,-4.6,-1,,
18-09-30,4,Patriots,Dolphins,-7.0,38,7,0.0,-1.0,8.1,-2.0,3.0,-4.4,4,Patriots,W
18-09-30,4,Titans,Eagles,3.0,26,23,-1.0,1.0,-2.6,2.0,-1.0,0.8,-5,Eagles,L
18-09-30,4,Raiders,Browns,-2.5,45,42,2.0,-1.0,-4.3,-3.0,3.0,-4.5,3,Raiders,W
18-09-30,4,Cardinals,Seahawks,3.5,17,20,2.0,-1.0,-5.4,-3.0,0.0,-0.6,2,,
18-09-30,4,Giants,Saints,3.0,18,33,-2.0,-1.0,0.5,0.0,-1.0,2.9,0,,
18-09-30,4,Chargers,49ers,-10.0,29,27,0.0,-1.0,1.9,0.0,-3.0,0.5,-1,,
18-09-30,4,Steelers,Ravens,-3.0,14,26,-3.0,-1.0,0.2,-1.0,1.0,1.3,1,,
18-10-01,4,Broncos,Chiefs,5.0,23,27,1.0,-2.0,-1.1,0.0,3.0,1.7,4,Broncos,W
18-10-04,5,Patriots,Colts,-11.0,38,24,0.0,0.0,4.7,1.0,0.0,-3.2,-2,,
18-10-07,5,Panthers,Giants,-6.5,33,31,-4.0,1.0,-0.4,2.0,-2.0,-2.3,-5,Giants,W
18-10-07,5,Steelers,Falcons,-3.5,41,17,1.0,-2.0,2.0,-1.0,-2.0,1.6,1,,
18-10-07,5,Bills,Titans,6.0,13,12,1.0,-2.0,-5.5,0.0,2.0,-4.3,4,Bills,W
18-10-07,5,Bengals,Dolphins,-6.0,27,17,1.0,2.0,0.2,0.0,2.0,-1.1,0,,
18-10-07,5,Browns,Ravens,3.5,12,9,2.0,2.0,-2.5,-1.0,2.0,1.6,1,,
18-10-07,5,Jets,Broncos,1.0,34,16,-3.0,-2.0,-2.5,1.0,-1.0,-2.3,-1,,
18-10-07,5,Lions,Packers,-1.0,31,23,0.0,2.0,-2.2,-1.0,0.0,1.1,-1,,
18-10-07,5,Chiefs,Jaguars,-3.0,30,14,-1.0,2.0,4.2,3.0,2.0,2.0,-3,Jaguars,L
