date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
22-09-08,1,Rams,Bills,2.0,10,31,2.0,0.0,3.8,0.0,0.0,6.4,0,,
22-09-11,1,Falcons,Saints,5.5,26,27,3.0,0.0,-4.7,-3.0,0.0,1.3,1,,
22-09-11,1,Panthers,Browns,-1.0,24,26,2.0,0.0,-1.6,2.0,0.0,0.8,-1,,
22-09-11,1,Bears,49ers,6.5,19,10,2.0,0.0,-5.2,0.0,0.0,2.5,0,,
22-09-11,1,Bengals,Steelers,-7.0,20,23,-2.0,0.0,-1.0,-1.0,0.0,-2.4,-1,,
22-09-11,1,Texans,Colts,7.0,20,20,0.0,0.0,-11.5,2.0,0.0,6.3,-2,,
22-09-11,1,Lions,Eagles,5.5,35,38,-3.0,0.0,-4.4,3.0,0.0,2.2,-3,Eagles,L
22-09-11,1,Commanders,Jaguars,-3.0,28,22,-3.0,0.0,-2.0,-2.0,0.0,-9.1,1,,
22-09-11,1,Dolphins,Patriots,-3.0,20,7,-3.0,0.0,0.3,2.0,0.0,7.5,-3,Patriots,L
22-09-11,1,Jets,Ravens,6.5,9,24,0.0,0.0,-7.6,2.0,0.0,-4.2,0,,
22-09-11,1,Cardinals,Chiefs,6.0,21,44,2.0,0.0,5.2,1.0,0.0,8.7,1,,
22-09-11,1,Vikings,Packers,-2.0,23,7,-2.0,0.0,-4.0,0.0,0.0,4.2,-2,,
22-09-11,1,Titans,Giants,-5.5,20,21,2.0,0.0,0.6,3.0,0.0,-9.3,1,,
22-09-11,1,Chargers,Raiders,-3.5,24,19,2.0,0.0,3.4,2.0,0.0,-1.8,1,,
22-09-11,1,Cowboys,Buccaneers,2.5,3,19,0.0,0.0,9.3,-2.0,0.0,7.9,2,,
22-09-12,1,Seahawks,Broncos,6.0,17,16,1.0,0.0,1.8,1.0,0.0,-3.2,1,,
22-09-15,2,Chiefs,Chargers,-4.0,27,24,1.0,1.0,11.3,-3.0,1.0,3.7,3,Chiefs,L
22-09-18,2,Giants,Panthers,1.0,19,16,1.0,1.0,-7.7,1.0,-1.0,1.0,-3,Panthers,L
22-09-18,2,Browns,Jets,-6.5,30,31,-1.0,1.0,3.1,1.0,-1.0,-8.3,-3,Jets,W
22-09-18,2,Jaguars,Colts,3.0,24,0,-2.0,-1.0,-8.1,1.0,-1.0,3.8,-3,Colts,L
22-09-18,2,Lions,Commanders,-1.0,36,27,1.0,1.0,-8.9,2.0,1.0,-5.4,-1,,
22-09-18,2,Ravens,Dolphins,-3.5,38,42,-1.0,1.0,-0.4,-3.0,1.0,2.4,-1,,
22-09-18,2,Saints,Buccaneers,2.5,10,20,-1.0,-1.0,3.0,0.0,1.0,10.3,0,,
22-09-18,2,Steelers,Patriots,3.0,14,17,-5.0,1.0,-0.3,3.0,-1.0,5.5,-5,Patriots,
22-09-18,2,Rams,Falcons,-10.0,31,27,-1.0,-1.0,3.7,1.0,1.0,-4.9,-1,,
22-09-18,2,49ers,Seahawks,-8.5,27,7,1.0,-1.0,3.5,-1.0,1.0,-4.7,3,49ers,W
22-09-18,2,Cowboys,Bengals,7.0,20,17,0.0,-1.0,5.5,5.0,-1.0,2.8,0,,
22-09-18,2,Raiders,Cardinals,-5.5,23,29,3.0,-1.0,0.7,-1.0,-1.0,1.0,1,,
22-09-18,2,Broncos,Texans,-10.0,16,9,1.0,-1.0,1.6,-1.0,1.0,-9.1,5,Broncos,L
22-09-18,2,Packers,Bears,-10.0,27,10,2.0,-1.0,-0.7,-1.0,1.0,-5.5,3,Packers,W
22-09-19,2,Bills,Titans,-10.0,41,7,1.0,1.0,7.2,-1.0,-1.0,-1.5,-1,,
22-09-19,2,Eagles,Vikings,-2.5,24,7,-1.0,-1.0,-0.7,-2.0,1.0,-3.8,3,Eagles,W
22-09-22,3,Browns,Steelers,-4.5,29,17,0.0,0.0,1.3,1.0,1.0,1.5,-1,,
22-09-25,3,Dolphins,Bills,4.0,21,19,2.0,2.0,2.9,-4.0,2.0,7.7,1,,
22-09-25,3,Panthers,Saints,2.0,22,14,2.0,-2.0,-1.4,4.0,-2.0,2.6,-1,,
22-09-25,3,Bears,Texans,-3.0,23,20,0.0,0.0,-6.7,-1.0,2.0,-8.2,1,,
22-09-25,3,Jets,Bengals,6.5,12,27,0.0,0.0,-4.3,-1.0,-2.0,6.4,-1,,
22-09-25,3,Colts,Chiefs,5.0,20,17,3.0,-2.0,2.7,-1.0,0.0,8.8,2,,
22-09-25,3,Vikings,Lions,-6.5,28,24,2.0,0.0,-3.2,-1.0,2.0,-8.8,2,,
22-09-25,3,Patriots,Ravens,2.5,26,37,-1.0,-1.0,7.0,-2.0,0.0,3.0,2,,
22-09-25,3,Titans,Raiders,2.0,24,22,4.0,-2.0,0.3,0.0,-2.0,2.2,2,,
22-09-25,3,Commanders,Eagles,6.0,8,24,1.0,0.0,-5.5,-2.0,0.0,-3.1,3,Commanders,L
22-09-25,3,Chargers,Jaguars,-6.5,10,38,1.0,2.0,6.3,-3.0,0.0,-5.7,2,,
22-09-25,3,Seahawks,Falcons,-1.0,23,27,3.0,0.0,-5.3,0.0,2.0,-4.5,1,,
22-09-25,3,Cardinals,Rams,3.5,12,20,0.0,0.0,-0.9,0.0,-2.0,3.2,-2,,
22-09-25,3,Buccaneers,Packers,-1.5,12,14,-4.0,2.0,7.3,0.0,0.0,-0.2,-1,,
22-09-25,3,Broncos,49ers,1.5,11,10,1.0,-2.0,-0.3,-3.0,0.0,1.4,2,,
22-09-26,3,Giants,Cowboys,-1.0,16,23,-2.0,2.0,-6.1,1.0,0.0,-0.5,-4,Cowboys,W
22-09-29,4,Bengals,Dolphins,-4.0,27,15,-3.0,-1.0,4.8,-1.0,3.0,1.5,1,,
22-10-02,4,Saints,Vikings,4.0,25,28,3.0,-3.0,1.3,0.0,-1.0,-0.3,2,,
22-10-02,4,Falcons,Browns,1.0,23,20,1.0,3.0,-4.1,-1.0,1.0,0.4,1,,
22-10-02,4,Ravens,Bills,3.0,20,23,-2.0,1.0,5.2,1.0,1.0,7.9,-1,,
22-10-02,4,Giants,Bears,-3.0,20,12,1.0,1.0,-6.0,0.0,0.0,-5.8,-1,,
