date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
14-09-04,Seahawks,Packers,-6.0,36,16,-4.0,0.0,8.2,-1.0,0.0,1.8,1,,
14-09-07,Bears,Bills,-7.0,20,23,0.0,0.0,-1.1,-1.0,0.0,-2.8,0,,
14-09-07,Broncos,Colts,-7.5,31,24,4.0,0.0,7.5,4.0,0.0,-1.0,1,,
14-09-07,Buccaneers,Panthers,-3.0,14,20,1.0,0.0,-3.8,2.0,0.0,3.2,-1,,
14-09-07,Chiefs,Titans,-3.0,10,26,-3.0,0.0,-1.2,-3.0,0.0,-1.2,-1,,
14-09-07,Cowboys,49ers,4.5,17,28,2.0,0.0,-1.9,2.0,0.0,7.6,-1,,
14-09-07,Dolphins,Patriots,4.0,33,20,3.0,0.0,0.9,-0.0,-0.0,4.3,2,,
14-09-07,Eagles,Jaguars,-10.5,34,17,-2.0,0.0,4.3,2.0,0.0,-9.1,-1,,
14-09-07,Falcons,Saints,3.0,37,34,-1.0,0.0,-4.4,1.0,0.0,4.1,-3,Saints,L
14-09-07,Jets,Raiders,-5.5,19,14,-3.0,0.0,-3.0,1.0,0.0,-7.0,-3,Raiders,W
14-09-07,Rams,Vikings,-3.5,6,34,2.0,0.0,-1.4,2.0,0.0,0.1,-1,,
14-09-07,Ravens,Bengals,-1.5,16,23,-1.0,0.0,2.2,4.0,0.0,5.2,-3,Bengals,W
14-09-07,Steelers,Browns,-6.5,30,27,0.0,0.0,1.2,-0.0,-0.0,-3.0,-1,,
14-09-07,Texans,Redskins,-3.0,17,6,3.0,0.0,-4.9,1.0,0.0,-6.3,-1,,
14-09-08,Cardinals,Chargers,-3.0,18,17,2.0,0.0,3.3,-2.0,0.0,1.2,1,,
14-09-08,Lions,Giants,-6.0,35,14,-2.0,0.0,1.6,-1.0,0.0,-4.6,1,,
14-09-11,Ravens,Steelers,-2.5,26,6,2.0,-1.0,2.9,1.0,-1.0,0.9,-1,,
14-09-14,49ers,Bears,-7.0,20,28,-4.0,1.0,6.3,2.0,-1.0,0.5,-5,Bears,W
14-09-14,Bengals,Falcons,-5.5,24,10,-2.0,1.0,4.5,-1.0,1.0,-3.4,1,,
14-09-14,Bills,Dolphins,-1.0,29,10,-2.0,1.0,-3.5,1.0,1.0,-2.3,-3,Dolphins,L
14-09-14,Broncos,Chiefs,-12.5,24,17,-2.0,-1.0,6.4,3.0,-1.0,0.2,-3,Chiefs,W
14-09-14,Browns,Saints,6.5,26,24,-1.0,1.0,-2.7,1.0,-1.0,2.7,-3,Saints,L
14-09-14,Buccaneers,Rams,-5.5,17,19,3.0,-1.0,0.4,2.0,-1.0,-1.1,-1,,
14-09-14,Chargers,Seahawks,6.0,30,21,-1.0,1.0,1.0,0.0,1.0,6.8,0,,
14-09-14,Giants,Cardinals,2.5,14,25,2.0,-1.0,-3.6,1.0,-1.0,1.0,-1,,
14-09-14,Packers,Jets,-8.0,31,24,-0.0,-1.0,3.6,2.0,-1.0,-5.1,0,,
14-09-14,Panthers,Lions,-2.5,24,7,-3.0,1.0,0.7,-2.0,1.0,-0.5,-1,,
14-09-14,Raiders,Texans,3.0,14,30,-2.0,1.0,-7.8,-1.0,1.0,-4.6,-1,,
14-09-14,Redskins,Jaguars,-6.0,41,10,1.0,-1.0,-4.8,-2.0,-1.0,-4.8,1,,
14-09-14,Titans,Cowboys,-3.5,10,26,-3.0,1.0,0.2,4.0,-1.0,-1.3,-5,Cowboys,W
14-09-14,Vikings,Patriots,5.5,7,30,-2.0,1.0,-1.6,-1.0,-1.0,4.6,-3,Patriots,W
14-09-15,Colts,Eagles,-3.0,27,30,2.0,1.0,1.6,2.0,1.0,2.8,-1,,
14-09-18,Falcons,Buccaneers,-6.5,56,14,3.0,0.0,-2.1,0.0,-2.0,-0.6,-1,,
14-09-21,Bengals,Titans,-6.5,33,7,-3.0,2.0,0.4,1.0,0.0,-1.2,-4,Titans,L
14-09-21,Bills,Chargers,-2.5,10,22,-2.0,2.0,-2.7,-1.0,2.0,-0.7,-1,,
14-09-21,Browns,Ravens,2.0,21,23,-2.0,2.0,-5.0,-3.0,0.0,-1.4,-2,,
14-09-21,Cardinals,49ers,3.0,23,14,-4.0,0.0,0.3,4.0,0.0,5.7,-3,49ers,L
14-09-21,Dolphins,Chiefs,-4.5,15,34,2.0,0.0,-0.9,-0.0,-0.0,-1.4,0,,
14-09-21,Eagles,Redskins,-4.0,37,34,-1.0,2.0,3.3,-1.0,0.0,-0.7,0,,
14-09-21,Giants,Texans,-1.0,30,17,4.0,-2.0,-4.7,-4.0,2.0,0.0,3,Giants,W
14-09-21,Jaguars,Colts,6.0,17,44,1.0,-2.0,-3.9,1.0,0.0,3.1,0,,
14-09-21,Lions,Packers,-1.0,19,7,3.0,0.0,-0.8,0.0,-2.0,3.5,-1,,
14-09-21,Panthers,Steelers,-3.0,19,37,-3.0,2.0,-0.9,3.0,-2.0,-1.1,-5,Steelers,W
14-09-21,Patriots,Raiders,-14.0,16,9,-4.0,0.0,5.7,4.0,0.0,-5.6,-3,Raiders,W
14-09-21,Rams,Cowboys,2.0,31,34,-0.0,-0.0,-2.8,-1.0,0.0,-1.8,2,,
14-09-21,Saints,Vikings,-10.0,20,9,2.0,-2.0,4.2,4.0,0.0,-2.9,0,,
14-09-21,Seahawks,Broncos,-4.5,26,20,1.0,0.0,7.7,0.0,-2.0,7.8,-1,,
14-09-22,Jets,Bears,-2.5,19,27,-0.0,-0.0,-2.1,-4.0,0.0,1.5,0,,
14-09-25,Redskins,Giants,-3.5,14,45,-0.0,1.0,-1.0,-2.0,-1.0,-3.3,-2,,
14-09-28,49ers,Eagles,-5.0,26,21,-1.0,-1.0,6.0,0.0,1.0,1.0,2,,
14-09-28,Bears,Packers,2.0,17,38,-2.0,1.0,0.7,-2.0,-3.0,3.5,-3,Packers,W
14-09-28,Chargers,Jaguars,-13.0,33,14,-0.0,3.0,-1.2,3.0,-3.0,-5.9,-4,Jaguars,L
14-09-28,Colts,Titans,-7.5,41,17,-3.0,1.0,2.3,1.0,-1.0,-1.0,-5,Titans,L
14-09-28,Cowboys,Saints,3.0,38,17,-1.0,1.0,-0.7,0.0,-1.0,4.3,-4,Saints,L
14-09-28,Jets,Lions,1.5,17,24,2.0,-1.0,-0.8,2.0,1.0,0.8,1,,
14-09-28,Raiders,Dolphins,3.5,14,38,1.0,1.0,-5.5,-2.0,-1.0,-0.6,-1,,
14-09-28,Ravens,Panthers,-3.0,38,10,1.0,0.0,0.0,2.0,1.0,-0.4,0,,
14-09-28,Steelers,Buccaneers,-7.5,24,27,-2.0,-1.0,-0.3,1.0,-3.0,-2.8,-3,Buccaneers,W
14-09-28,Texans,Bills,-3.0,23,17,2.0,1.0,-0.8,0.0,1.0,-2.2,0,,
14-09-28,Vikings,Falcons,3.0,41,28,-0.0,-1.0,-2.9,-1.0,1.0,-0.2,4,Vikings,W
14-09-29,Chiefs,Patriots,3.0,41,14,2.0,1.0,-2.1,-1.0,-1.0,5.5,-1,,
14-10-02,Packers,Vikings,-8.0,42,10,-2.0,-2.0,4.5,-2.0,0.0,-4.7,2,,
14-10-05,49ers,Chiefs,-5.0,22,17,-3.0,-1.0,4.1,-3.0,2.0,-1.4,3,49ers,
14-10-05,Broncos,Cardinals,-7.5,41,20,1.0,-3.0,7.7,1.0,1.0,-0.1,3,Broncos,W
14-10-05,Chargers,Jets,-6.5,31,0,-3.0,4.0,1.3,2.0,-2.0,-1.7,-5,Jets,L
14-10-05,Colts,Ravens,-3.5,20,13,-2.0,2.0,2.1,-1.0,1.0,0.5,-1,,
14-10-05,Cowboys,Texans,-6.5,20,17,-3.0,2.0,-2.0,1.0,2.0,-0.7,-3,Texans,W
14-10-05,Eagles,Rams,-6.5,34,28,3.0,1.0,1.2,1.0,-1.0,-6.2,-1,,
14-10-05,Giants,Falcons,-4.0,30,20,-5.0,0.0,-2.7,2.0,0.0,0.6,-3,Falcons,L
14-10-05,Jaguars,Steelers,6.0,9,17,3.0,-4.0,-7.5,0.0,-2.0,1.0,0,,
14-10-05,Lions,Bills,-6.5,14,17,-2.0,2.0,2.3,-1.0,0.0,-0.7,-2,,
