date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
24-09-05,Chiefs,Ravens,-3.0,27,20,0.0,0.0,2.9,3.0,0.0,-0.5,0,,
24-09-06,Eagles,Packers,-2.0,34,29,0.0,0.0,5.1,2.0,0.0,0.9,0,,
24-09-08,Falcons,Steelers,-3.5,10,18,3.0,0.0,0.0,2.0,0.0,2.7,-1,,
24-09-08,Bills,Cardinals,-6.5,34,28,-1.0,0.0,7.9,0.0,0.0,-4.0,0,,
24-09-08,Saints,Panthers,-4.0,47,10,-3.0,0.0,0.5,2.0,0.0,-5.0,-1,,
24-09-08,Bears,Titans,-4.0,24,17,-1.0,0.0,0.3,-1.0,0.0,-5.2,1,,
24-09-08,Bengals,Patriots,-8.0,10,16,-1.0,0.0,3.0,1.0,0.0,-5.4,-1,,
24-09-08,Colts,Texans,3.0,27,29,1.0,0.0,-3.4,0.0,0.0,-1.7,2,,
24-09-08,Dolphins,Jaguars,-3.5,20,17,0.0,0.0,1.7,1.0,0.0,-0.3,-2,,
24-09-08,Giants,Vikings,1.5,6,28,-3.0,0.0,-4.0,2.0,0.0,0.7,-3,Vikings,W
24-09-08,Seahawks,Broncos,-6.0,26,20,0.0,0.0,2.0,1.0,0.0,-1.3,-2,,
24-09-08,Chargers,Raiders,-3.0,22,10,0.0,0.0,0.2,-1.0,0.0,-2.1,0,,
24-09-08,Browns,Cowboys,-2.5,17,33,2.0,0.0,-0.2,2.0,0.0,5.8,-1,,
24-09-08,Buccaneers,Commanders,-3.5,37,20,2.0,0.0,0.7,2.0,0.0,-9.0,1,,
24-09-08,Lions,Rams,-4.5,26,20,0.0,0.0,3.0,0.0,0.0,3.2,-1,,
24-09-09,49ers,Jets,-3.5,32,19,0.0,0.0,6.3,-1.0,0.0,-4.8,2,,
24-09-12,Dolphins,Bills,-2.5,10,31,-1.0,-1.0,0.7,0.0,-1.0,5.4,-2,,
24-09-15,Panthers,Chargers,4.5,3,26,2.0,-1.0,-5.2,-3.0,1.0,-1.6,5,Panthers,L
24-09-15,Jaguars,Browns,-3.0,13,18,1.0,1.0,0.6,2.0,-1.0,3.5,-3,Browns,W
24-09-15,Packers,Colts,2.5,16,10,-2.0,-1.0,1.2,1.0,1.0,-3.3,1,,
24-09-15,Cowboys,Saints,-6.5,19,44,-2.0,1.0,5.2,-2.0,1.0,-2.7,1,,
24-09-15,Lions,Buccaneers,-7.5,16,20,0.0,1.0,2.5,0.0,1.0,-3.5,-1,,
24-09-15,Vikings,49ers,4.5,23,17,0.0,1.0,-0.2,-2.0,1.0,3.0,2,,
24-09-15,Patriots,Seahawks,3.0,20,23,-2.0,1.0,-2.0,-1.0,0.0,3.3,-2,,
24-09-15,Commanders,Giants,-1.5,21,18,0.0,-1.0,-6.8,0.0,-1.0,-5.1,-1,,
24-09-15,Titans,Jets,4.0,17,24,2.0,-1.0,-2.6,2.0,-1.0,0.6,1,,
24-09-15,Ravens,Raiders,-8.5,23,26,0.0,-1.0,-1.1,3.0,-1.0,-1.9,-2,,
24-09-15,Cardinals,Rams,-1.0,41,10,0.0,1.0,-0.5,0.0,-1.0,1.1,-3,Rams,L
24-09-15,Chiefs,Bengals,-6.5,26,25,0.0,1.0,0.3,2.0,-1.0,3.6,-4,Bengals,W
24-09-15,Broncos,Steelers,2.5,6,13,1.0,0.0,-0.5,-3.0,1.0,1.2,4,Broncos,L
24-09-15,Texans,Bears,-6.0,19,13,-1.0,-1.0,1.3,-2.0,1.0,-0.4,1,,
24-09-16,Eagles,Falcons,-5.5,21,22,2.0,1.0,4.1,3.0,-1.0,-0.1,-3,Falcons,W
24-09-19,Jets,Patriots,-6.0,24,3,-2.0,0.0,2.5,0.0,1.0,-2.7,-1,,
24-09-22,Colts,Bears,-1.5,21,16,2.0,0.0,0.9,1.0,1.0,-0.5,0,,
24-09-22,Browns,Giants,-6.5,15,21,0.0,0.0,1.2,1.0,-2.0,-7.0,-1,,
24-09-22,Buccaneers,Broncos,-6.0,7,26,-1.0,2.0,-4.2,2.0,-1.0,-0.7,-5,Broncos,W
24-09-22,Titans,Packers,-3.0,14,30,2.0,-2.0,-3.4,-2.0,0.0,-2.6,2,,
24-09-22,Vikings,Texans,2.0,34,7,0.0,2.0,-2.8,-1.0,-1.0,3.7,-2,,
24-09-22,Saints,Eagles,-2.5,12,15,-1.0,2.0,-2.0,1.0,0.0,2.2,-4,Eagles,W
24-09-22,Steelers,Chargers,-2.5,20,10,-2.0,2.0,4.0,1.0,2.0,1.4,-1,,
24-09-22,Raiders,Panthers,-5.5,22,36,0.0,0.0,-0.7,-1.0,-2.0,-5.6,-1,,
24-09-22,Seahawks,Dolphins,-4.0,24,3,0.0,0.0,3.2,3.0,-2.0,1.8,-3,Dolphins,L
24-09-22,Cardinals,Lions,3.0,13,20,0.0,2.0,-2.0,1.0,0.0,0.4,-1,,
24-09-22,Cowboys,Ravens,1.5,25,28,1.0,0.0,2.4,0.0,-2.0,3.6,1,,
24-09-22,Rams,49ers,6.0,27,24,0.0,-2.0,0.1,0.0,0.0,4.2,2,,
24-09-22,Falcons,Chiefs,3.5,17,22,-1.0,0.0,0.8,2.0,0.0,4.2,-1,,
24-09-23,Bills,Jaguars,-4.0,47,10,-3.0,0.0,3.2,0.0,0.0,1.0,-2,,
24-09-23,Bengals,Commanders,-7.5,33,38,-2.0,0.0,1.7,-1.0,0.0,-8.5,1,,
24-09-26,Giants,Cowboys,5.0,15,20,0.0,-1.0,-4.0,1.0,-1.0,1.6,-2,,
24-09-29,Falcons,Saints,-2.5,26,24,0.0,-1.0,-1.4,-1.0,1.0,-1.3,2,,
24-09-29,Panthers,Bengals,4.5,24,34,-1.0,-1.0,-3.8,0.0,-1.0,1.0,-2,,
24-09-29,Bears,Rams,-3.0,24,18,1.0,0.0,0.1,-1.0,-1.0,-1.5,0,,
24-09-29,Colts,Steelers,2.5,27,24,-1.0,1.0,-0.6,1.0,3.0,2.3,-3,Steelers,L
24-09-29,Jets,Broncos,-8.0,9,10,-1.0,1.0,2.0,-1.0,0.0,-3.2,-2,,
24-09-29,Packers,Vikings,-2.5,29,31,-3.0,1.0,-4.1,-2.0,3.0,-0.7,-1,,
24-09-29,Texans,Jaguars,-5.5,24,20,2.0,-2.0,4.1,2.0,-1.0,0.4,-1,,
24-09-29,Buccaneers,Eagles,1.0,33,16,1.0,1.0,-0.9,1.0,1.0,-0.2,1,,
24-09-29,Cardinals,Commanders,-3.5,14,42,0.0,1.0,-3.4,0.0,1.0,-4.5,-1,,
24-09-29,49ers,Patriots,-10.5,30,13,1.0,-1.0,6.2,1.0,0.0,-2.0,0,,
24-09-29,Raiders,Browns,2.5,20,16,1.0,-1.0,-0.7,0.0,-1.0,-0.2,2,,
24-09-29,Chargers,Chiefs,7.0,10,17,-1.0,1.0,2.7,0.0,1.0,4.7,0,,
24-09-29,Ravens,Bills,-2.5,35,10,-1.0,-1.0,4.9,-2.0,1.0,1.5,3,Ravens,W
24-09-30,Dolphins,Titans,-2.5,12,31,-2.0,-3.0,0.7,3.0,-3.0,-4.1,-1,,
24-09-30,Lions,Seahawks,-4.0,42,29,0.0,1.0,2.4,2.0,1.0,2.1,-2,,
24-10-03,Falcons,Buccaneers,-2.5,36,30,-1.0,-2.0,0.2,-2.0,2.0,-1.8,1,,
24-10-06,Vikings,Jets,-2.5,23,17,-1.0,4.0,-2.0,0.0,0.0,2.2,-3,Jets,L
24-10-06,Texans,Bills,-1.0,23,20,1.0,-3.0,3.1,0.0,0.0,2.9,1,,
24-10-06,Bears,Panthers,-4.0,36,10,-2.0,1.0,-1.2,0.0,-2.0,-5.6,-2,,
24-10-06,Bengals,Ravens,2.5,38,41,0.0,0.0,2.1,0.0,0.0,3.9,1,,
24-10-06,Commanders,Browns,-3.0,34,13,0.0,2.0,-3.5,0.0,-2.0,1.2,-3,Browns,L
24-10-06,Jaguars,Colts,-3.5,37,34,-1.0,0.0,0.9,-2.0,2.0,-2.7,2,,
24-10-06,Patriots,Dolphins,2.0,10,15,1.0,-1.0,-1.8,0.0,-4.0,-0.6,2,,
24-10-06,49ers,Cardinals,-7.0,23,24,-1.0,0.0,5.9,0.0,0.0,-3.0,0,,
24-10-06,Broncos,Raiders,-3.0,34,18,0.0,1.0,-3.4,0.0,0.0,-3.4,-2,,
24-10-06,Rams,Packers,3.0,19,24,2.0,-2.0,-1.5,1.0,0.0,-2.9,2,,
24-10-06,Seahawks,Giants,-7.0,20,29,2.0,0.0,1.4,1.0,-1.0,-4.3,-2,,
24-10-06,Steelers,Cowboys,-2.5,17,20,2.0,2.0,1.4,-1.0,-1.0,2.4,-1,,
24-10-07,Chiefs,Saints,-5.5,26,13,2.0,1.0,7.8,1.0,2.0,0.3,1,,
24-10-10,Seahawks,49ers,3.5,24,36,0.0,-1.0,1.2,2.0,-1.0,3.0,0,,
24-10-13,Bears,Jaguars,1.5,35,16,-3.0,2.0,-4.1,1.0,-1.0,-0.3,-5,Jaguars,L
24-10-13,Eagles,Browns,-8.5,20,16,2.0,0.0,3.8,-1.0,-3.0,-0.6,0,,
24-10-13,Titans,Colts,-2.5,17,20,0.0,-2.0,-0.8,-1.0,3.0,-1.6,2,,
24-10-13,Packers,Cardinals,-5.5,34,13,-1.0,1.0,-0.2,-2.0,1.0,-1.7,-1,,
24-10-13,Patriots,Texans,6.5,21,41,-2.0,-2.0,-4.6,2.0,-2.0,2.3,-3,Texans,W
24-10-13,Saints,Buccaneers,3.5,27,51,0.0,1.0,2.9,0.0,1.0,0.3,1,,
24-10-13,Ravens,Commanders,-7.0,30,23,0.0,1.0,5.5,1.0,3.0,-1.7,0,,
24-10-13,Broncos,Chargers,3.0,16,23,-3.0,2.0,-4.5,-2.0,1.0,-0.9,-1,,
24-10-13,Raiders,Steelers,3.0,13,32,3.0,-1.0,-4.5,-2.0,1.0,2.5,3,Raiders,L
24-10-13,Panthers,Falcons,6.0,20,38,3.0,-3.0,-5.9,0.0,-1.0,0.6,0,,
24-10-13,Cowboys,Lions,3.5,9,47,2.0,0.0,3.4,-2.0,2.0,3.2,4,Cowboys,L
24-10-13,Giants,Bengals,4.0,7,17,0.0,0.0,-3.3,0.0,-1.0,1.0,-2,,
24-10-14,Jets,Bills,1.0,20,23,1.0,-1.0,-0.9,-2.0,-1.0,4.1,1,,
24-10-17,Saints,Broncos,3.0,10,33,0.0,0.0,1.0,2.0,1.0,-5.2,1,,
