date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
19-09-05,Bears,Packers,-3.0,3,10,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Vikings,Falcons,-3.5,28,12,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Jets,Bills,-2.5,16,17,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Panthers,Rams,2.0,27,30,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Browns,Titans,-5.5,13,43,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Jaguars,Chiefs,3.5,26,40,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Dolphins,Ravens,7.0,10,59,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Eagles,Commanders,-10.0,32,27,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Seahawks,Bengals,-9.0,21,20,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Chargers,Colts,-6.0,30,24,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Cardinals,Lions,3.0,27,27,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Cowboys,Giants,-7.0,35,17,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Buccaneers,49ers,-1.0,17,31,0.0,0.0,,0.0,0.0,,0,,
19-09-08,Patriots,Steelers,-5.5,33,3,0.0,0.0,,0.0,0.0,,0,,
19-09-09,Saints,Texans,-6.5,30,28,0.0,0.0,,0.0,0.0,,0,,
19-09-09,Raiders,Broncos,3.0,24,16,0.0,0.0,,0.0,0.0,,0,,
19-09-12,Panthers,Buccaneers,-6.5,14,20,2.0,-1.0,-2.5,2.0,-1.0,-1.0,-1,,
19-09-15,Giants,Bills,1.0,14,28,2.0,-1.0,-2.0,3.0,1.0,0.3,1,,
19-09-15,Bengals,49ers,-1.0,17,41,2.0,1.0,-3.0,-2.0,1.0,1.0,1,,
19-09-15,Titans,Colts,-3.5,17,19,-3.0,1.0,-1.3,-2.0,0.0,-1.5,-2,,
19-09-15,Ravens,Cardinals,-13.0,23,17,-3.0,1.0,5.0,-1.0,1.0,-3.0,-1,,
19-09-15,Commanders,Cowboys,6.0,21,31,0.0,1.0,-3.5,-2.0,1.0,2.0,2,,
19-09-15,Lions,Chargers,1.0,13,10,1.0,-1.0,3.0,2.0,0.0,1.5,2,,
19-09-15,Packers,Vikings,-3.0,21,16,-1.0,1.0,-0.0,-3.0,1.0,0.2,-1,,
19-09-15,Texans,Jaguars,-7.0,13,12,0.0,1.0,-1.7,2.0,-1.0,-3.2,-4,Jaguars,W
19-09-15,Dolphins,Patriots,18.0,0,43,3.0,-1.0,-5.0,-1.0,1.0,1.2,5,Dolphins,L
19-09-15,Steelers,Seahawks,-4.0,26,28,1.0,-1.0,-1.2,-2.0,-1.0,3.0,1,,
19-09-15,Raiders,Chiefs,7.0,10,28,0.0,1.0,-3.0,-2.0,1.0,3.2,2,,
19-09-15,Broncos,Bears,3.0,14,16,0.0,-1.0,3.0,1.0,-1.0,0.0,0,,
19-09-15,Rams,Saints,-2.0,27,9,-2.0,1.0,2.5,0.0,-1.0,1.7,-4,Saints,L
19-09-15,Falcons,Eagles,1.0,24,20,3.0,-1.0,-0.3,0.0,-1.0,3.5,0,,
19-09-16,Jets,Browns,6.5,3,23,-3.0,-1.0,-0.3,3.0,-1.0,1.2,-1,,
19-09-19,Jaguars,Titans,2.0,20,7,1.0,0.0,-4.5,-2.0,0.0,3.3,1,,
19-09-22,Colts,Falcons,-1.5,27,24,2.0,1.0,2.3,0.0,0.0,-2.6,1,,
19-09-22,Bills,Bengals,-6.0,21,17,-2.0,2.0,-0.4,0.0,0.0,-1.0,-3,Bengals,W
19-09-22,Cowboys,Dolphins,-21.5,31,6,1.0,2.0,1.2,3.0,-2.0,-9.2,-3,Dolphins,L
19-09-22,Packers,Broncos,-7.0,27,16,-2.0,2.0,-0.4,1.0,0.0,-4.8,-4,Broncos,L
19-09-22,Eagles,Lions,-4.0,24,27,0.0,-2.0,0.9,0.0,0.0,-0.4,0,,
19-09-22,Chiefs,Ravens,-5.0,33,28,-1.0,2.0,0.9,0.0,0.0,1.9,-3,Ravens,
19-09-22,Vikings,Raiders,-9.0,34,14,2.0,0.0,-1.0,1.0,0.0,-9.7,-1,,
19-09-22,Patriots,Jets,-21.0,30,14,-3.0,2.0,11.3,0.0,-2.0,-2.0,-4,Jets,W
19-09-22,Cardinals,Panthers,-2.5,20,38,0.0,2.0,-7.5,1.0,-2.0,0.3,-4,Panthers,W
19-09-22,Buccaneers,Giants,-5.0,31,32,-1.0,0.0,-2.6,2.0,-2.0,-3.9,-4,Giants,W
