date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
12-09-05,Giants,Cowboys,-4.0,17,24,-1.0,0.0,4.5,2.0,0.0,4.4,-3,Cowboys,W
12-09-09,Bears,Colts,-9.5,41,21,-0.0,-0.0,-2.2,2.0,0.0,-8.7,-2,,
12-09-09,Broncos,Steelers,-2.0,31,19,-1.0,0.0,-5.4,-0.0,-0.0,4.5,-2,,
12-09-09,Browns,Eagles,8.5,16,17,-1.0,0.0,-6.5,1.0,0.0,4.8,-3,Eagles,L
12-09-09,Buccaneers,Panthers,2.5,16,10,2.0,0.0,-2.5,1.0,0.0,3.0,-1,,
12-09-09,Cardinals,Seahawks,2.5,20,16,1.0,0.0,-3.0,-1.0,0.0,-2.6,3,Cardinals,W
12-09-09,Chiefs,Falcons,2.5,24,40,-1.0,0.0,-4.5,-0.0,-0.0,4.6,-2,,
12-09-09,Jets,Bills,-3.0,48,28,1.0,0.0,2.5,3.0,0.0,-4.5,1,,
12-09-09,Lions,Rams,-7.5,27,23,-0.0,-0.0,5.8,2.0,0.0,-9.1,0,,
12-09-09,Packers,49ers,-5.5,22,30,3.0,0.0,6.8,2.0,0.0,3.3,-1,,
12-09-09,Saints,Redskins,-7.5,32,40,4.0,0.0,10.1,-1.0,0.0,0.0,3,Saints,L
12-09-09,Texans,Dolphins,-13.0,30,10,4.0,0.0,-2.1,-1.0,0.0,0.9,1,,
12-09-09,Titans,Patriots,6.5,13,34,-0.0,-0.0,0.3,1.0,0.0,4.9,0,,
12-09-09,Vikings,Jaguars,-4.0,26,23,0.0,0.0,-2.7,-2.0,0.0,-6.5,0,,
12-09-10,Raiders,Chargers,-1.0,14,22,0.0,0.0,-0.3,-0.0,-0.0,1.2,-1,,
12-09-10,Ravens,Bengals,-6.0,44,13,-2.0,0.0,1.7,3.0,0.0,-2.5,-3,Bengals,L
12-09-13,Packers,Bears,-6.0,23,10,1.0,-1.0,6.5,-4.0,1.0,-1.3,5,Packers,W
12-09-16,49ers,Lions,-8.5,27,19,-1.0,1.0,3.9,3.0,-1.0,1.7,-5,Lions,W
12-09-16,Bengals,Browns,-7.0,34,27,2.0,-1.0,0.3,-1.0,1.0,-7.0,5,Bengals,
12-09-16,Bills,Chiefs,-3.0,35,17,3.0,-1.0,-3.6,3.0,-1.0,-1.5,-1,,
12-09-16,Chargers,Titans,-7.0,38,10,-1.0,1.0,0.9,2.0,-1.0,-2.8,-5,Titans,L
12-09-16,Colts,Vikings,3.0,23,20,4.0,-1.0,-7.8,0.0,-1.0,-3.6,0,,
12-09-16,Dolphins,Raiders,2.0,35,13,4.0,-1.0,-9.0,1.0,-1.0,-1.1,-1,,
12-09-16,Eagles,Ravens,-2.5,24,23,1.0,-1.0,4.6,-2.0,1.0,3.4,3,Eagles,L
12-09-16,Giants,Buccaneers,-7.0,41,34,0.0,-1.0,5.3,-2.0,1.0,-2.9,4,Giants,
12-09-16,Jaguars,Texans,7.5,7,27,-0.0,1.0,-4.7,-4.0,1.0,0.7,2,,
12-09-16,Panthers,Saints,3.0,35,27,2.0,-1.0,2.6,3.0,-1.0,8.5,-1,,
12-09-16,Patriots,Cardinals,-14.0,18,20,-2.0,1.0,6.4,0.0,1.0,-4.0,-2,,
12-09-16,Rams,Redskins,3.5,31,28,-3.0,1.0,-3.2,-3.0,1.0,3.8,-1,,
12-09-16,Seahawks,Cowboys,3.5,27,7,-0.0,-1.0,1.3,-0.0,1.0,4.3,3,Seahawks,W
12-09-16,Steelers,Jets,-6.0,27,10,-0.0,-1.0,-0.1,-3.0,1.0,-3.6,2,,
12-09-17,Falcons,Broncos,-3.5,27,21,-3.0,1.0,4.1,0.0,1.0,-1.9,0,,
12-09-20,Panthers,Giants,1.5,7,36,-1.0,0.0,3.2,1.0,-1.0,3.7,-2,,
12-09-23,Bears,Rams,-7.5,23,6,2.0,0.0,0.2,2.0,2.0,-4.2,0,,
12-09-23,Broncos,Texans,2.0,25,31,4.0,0.0,0.0,-1.0,2.0,4.7,2,,
12-09-23,Browns,Bills,3.0,14,24,-0.0,1.0,-4.9,-3.0,0.0,-3.0,1,,
12-09-23,Cardinals,Eagles,3.5,27,6,1.0,2.0,-6.1,2.0,-2.0,4.9,-3,Eagles,L
12-09-23,Chargers,Falcons,-3.0,3,27,0.0,2.0,0.9,-4.0,2.0,1.2,0,,
12-09-23,Colts,Jaguars,-3.0,17,22,-1.0,0.0,-7.7,1.0,0.0,-5.0,-3,Jaguars,W
12-09-23,Cowboys,Buccaneers,-8.0,16,10,2.0,0.0,3.9,-1.0,1.0,-1.0,2,,
12-09-23,Dolphins,Jets,2.5,20,23,-1.0,0.0,-5.5,1.0,0.0,-2.3,-3,Jets,W
12-09-23,Raiders,Steelers,4.5,34,31,1.0,-2.0,-0.7,-1.0,0.0,1.1,4,Raiders,W
